Date,AAPL,EXO.MI,FB,GOOGL,UBS,^GSPC,^IXIC,^TNX,^VIX
2014-05-12,77.32666015625,29.93533706665039,59.83000183105469,538.4299926757812,15.106929779052734,1896.6500244140625,4143.85986328125,2.6559998989105225,12.229999542236328
2014-05-13,77.4479751586914,29.621427536010742,59.83000183105469,541.5399780273438,15.0921630859375,1897.449951171875,4130.169921875,2.618000030517578,12.130000114440918
2014-05-14,77.46231842041016,29.630937576293945,59.22999954223633,534.4099731445312,15.084779739379883,1888.530029296875,4100.6298828125,2.5429999828338623,12.170000076293945
2014-05-15,76.80360412597656,28.546531677246094,57.91999816894531,529.1199951171875,14.730364799499512,1870.8499755859375,4069.2900390625,2.502000093460083,13.170000076293945
2014-05-16,77.93710327148438,29.621427536010742,58.02000045776367,528.2999877929688,14.700828552246094,1877.8599853515625,4090.590087890625,2.5179998874664307,12.4399995803833
2014-05-19,78.860595703125,29.621427536010742,59.209999084472656,538.8300170898438,14.612227439880371,1885.0799560546875,4125.81005859375,2.5360000133514404,12.420000076293945
2014-05-20,78.8762435913086,29.545326232910156,58.560001373291016,540.3900146484375,14.560539245605469,1872.8299560546875,4096.89013671875,2.509000062942505,12.960000038146973
2014-05-21,79.08495330810547,29.849721908569336,60.4900016784668,549.7000122070312,14.715596199035645,1888.030029296875,4131.5400390625,2.5369999408721924,11.90999984741211
2014-05-22,79.21016693115234,29.193370819091797,60.52000045776367,555.4500122070312,14.715596199035645,1892.489990234375,4154.33984375,2.555000066757202,12.029999732971191
2014-05-23,80.10496520996094,29.535818099975586,61.349998474121094,563.7999877929688,14.86326789855957,1900.530029296875,4185.81005859375,2.5360000133514404,11.359999656677246
2014-05-26,,29.916311264038086,,,,,,,
2014-05-27,81.60498046875,29.95435905456543,63.47999954223633,574.8699951171875,14.907571792602539,1911.9100341796875,4237.06982421875,2.5179998874664307,11.510000228881836
2014-05-28,81.39368438720703,29.89728546142578,63.5099983215332,570.4500122070312,15.010941505432129,1909.780029296875,4225.080078125,2.437999963760376,11.680000305175781
2014-05-29,82.8767318725586,29.773622512817383,63.83000183105469,570.5599975585938,14.944486618041992,1920.030029296875,4247.9501953125,2.447000026702881,11.569999694824219
2014-05-30,82.56629943847656,29.963871002197266,63.29999923706055,571.6500244140625,14.86326789855957,1923.5699462890625,4242.6201171875,2.4570000171661377,11.399999618530273
2014-06-02,81.9989013671875,29.916311264038086,63.08000183105469,564.3400268554688,14.855888366699219,1924.969970703125,4237.2001953125,2.5339999198913574,11.579999923706055
2014-06-03,83.158447265625,29.640451431274414,62.869998931884766,554.510009765625,14.759897232055664,1924.239990234375,4234.080078125,2.5929999351501465,11.869999885559082
2014-06-04,84.10804748535156,29.307518005371094,63.34000015258789,553.760009765625,14.715596199035645,1927.8800048828125,4251.64013671875,2.6059999465942383,12.079999923706055
2014-06-05,84.43806457519531,29.859233856201172,63.189998626708984,564.9299926757812,14.7968168258667,1940.4599609375,4296.22998046875,2.5840001106262207,11.680000305175781
2014-06-06,84.20587921142578,30.201679229736328,62.5,566.030029296875,14.97402572631836,1949.43994140625,4321.39990234375,2.5969998836517334,10.729999542236328
2014-06-09,85.55329895019531,30.31583023071289,62.880001068115234,570.72998046875,14.97402572631836,1951.27001953125,4336.240234375,2.61299991607666,11.149999618530273
2014-06-10,86.05547332763672,30.49656105041504,65.7699966430664,568.2999877929688,15.055245399475098,1950.7900390625,4338.0,2.634999990463257,10.989999771118164
2014-06-11,85.69939422607422,30.31583023071289,65.77999877929688,567.5,14.74513053894043,1943.8900146484375,4331.93017578125,2.640000104904175,11.600000381469727
2014-06-12,84.2658920288086,30.27777671813965,64.29000091552734,559.5,14.523621559143066,1930.1099853515625,4297.6298828125,2.5859999656677246,12.5600004196167
2014-06-13,83.34368896484375,29.745086669921875,64.5,560.3499755859375,14.339030265808105,1936.1600341796875,4310.64990234375,2.6040000915527344,12.180000305175781
2014-06-16,84.1837158203125,29.421667098999023,64.19000244140625,552.2999877929688,14.257808685302734,1937.780029296875,4321.10009765625,2.5969998836517334,12.649999618530273
2014-06-17,84.07414245605469,29.35508155822754,64.4000015258789,550.6199951171875,14.339030265808105,1941.989990234375,4337.22998046875,2.6549999713897705,12.0600004196167
2014-06-18,84.16544342041016,29.421667098999023,65.5999984741211,560.6599731445312,14.457170486450195,1956.97998046875,4362.83984375,2.61299991607666,10.609999656677246
2014-06-19,83.87326049804688,29.288494110107422,64.33999633789062,564.989990234375,14.18397331237793,1959.47998046875,4359.330078125,2.621999979019165,10.619999885559082
2014-06-20,83.00587463378906,29.3265438079834,64.5,566.52001953125,14.065835952758789,1962.8699951171875,4368.0400390625,2.624000072479248,10.850000381469727
2014-06-23,82.93281555175781,28.879362106323242,65.37000274658203,574.2899780273438,14.014150619506836,1962.6099853515625,4368.68017578125,2.622999906539917,10.979999542236328
2014-06-24,82.4306411743164,28.610088348388672,65.72000122070312,572.5399780273438,13.726186752319336,1949.97998046875,4350.35009765625,2.5859999656677246,12.130000114440918
2014-06-25,82.50369262695312,28.427370071411133,67.44000244140625,585.9299926757812,13.977231979370117,1959.530029296875,4379.759765625,2.559000015258789,11.59000015258789
2014-06-26,82.99674224853516,28.773576736450195,67.12999725341797,584.77001953125,13.637585639953613,1957.219970703125,4379.0498046875,2.5250000953674316,11.630000114440918
2014-06-27,83.98284149169922,28.571622848510742,67.5999984741211,585.6900024414062,13.541597366333008,1960.9599609375,4397.93017578125,2.5320000648498535,11.260000228881836
2014-06-30,84.8502197265625,28.840896606445312,67.29000091552734,584.6699829101562,13.526829719543457,1960.22998046875,4408.18017578125,2.5160000324249268,11.569999694824219
2014-07-01,85.38893127441406,28.85051155090332,68.05999755859375,591.489990234375,13.674504280090332,1973.3199462890625,4458.64990234375,2.562999963760376,11.149999618530273
2014-07-02,85.35242462158203,28.985145568847656,66.44999694824219,590.780029296875,13.79263973236084,1974.6199951171875,4457.72998046875,2.628000020980835,10.819999694824219
2014-07-03,85.8545913696289,29.408287048339844,66.29000091552734,593.0800170898438,13.903395652770996,1985.43994140625,4485.93017578125,2.6480000019073486,10.319999694824219
